Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Self-harm,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,Drug Use Disorders,Alcohol Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Poisonings,"Fire, Heat, and Hot Substances",Acute Hepatitis
154,104,30,198,12,90,474,76,7917,1018,2825,1422,993,377,723,1489,758,308,194,560,588,355,686,6,23,0,19,1,38,97,9
2887,9137,2719,6259,481,12246,3841,7343,343,31182,245834,39183,63358,6949,30075,80503,22033,10470,4024,8371,54792,23445,36587,224,280,50,131,141,490,1219,3920
298,2093,516,170,26,704,689,269,1984,2044,39486,9249,1371,1273,936,18801,3260,3653,162,5938,6037,3159,6835,77,140,15,14,2,180,238,221
49,3685,632,45,0,645,776,13,294,298,75339,1155,160,2272,13,19668,393,500,24,1049,2438,2235,4188,235,2973,0,619,0,349,681,19
302,1672,495,102,0,1637,3385,90,250,3875,82832,4424,2728,6115,235,20991,1363,1427,63,3736,6079,5232,7948,615,2839,8,1635,34,792,687,94
3,81,23,1,0,5,6,1,5,2,1261,107,23,22,1,638,93,56,0,28,113,38,94,4,2,0,1,0,1,2,0
17,21,19,27,96,121,34,59,37,44,2238,476,113,144,244,641,417,84,26,153,342,130,188,4,13,0,3,0,22,20,10
3,81,21,7,0,10,35,2,30,2,707,144,27,13,5,623,258,85,5,27,50,37,90,1,6,0,0,0,0,4,0
28,1719,373,8,0,160,162,3,11,126,23044,2977,102,1390,52,10749,522,267,2,499,1423,738,2071,197,520,1,99,3,16,93,2
648,697,185,1907,967,1531,479,1423,6401,10454,17476,18788,7264,661,4921,7653,1897,1359,1794,2691,3175,5666,9159,25,121,347,4,16,91,251,189
3556,942,327,1046,29527,687,2187,2673,29999,8025,20586,20381,26453,1864,9828,9972,3128,3117,989,3445,3525,3869,6399,34,174,0,141,22,407,540,269
62,192,56,13,0,60,99,31,8,33,4897,519,1811,79,48,1563,583,523,12,331,389,236,361,3,4,0,2,3759,7,41,6
62,927,160,10,0,640,475,8,26,382,23740,449,282,1663,15,7953,253,157,4,1201,1479,480,1130,77,996,6,280,6,195,208,5
446,66908,8454,1172,0,6052,1129,105,173,4664,283892,79326,1101,32351,1738,332266,7225,28800,910,11814,36784,23870,44046,414,703,27,1226,0,426,1822,416
178,149,30,213,0,87,664,126,12815,2163,3283,1882,1859,434,2276,1518,716,345,206,604,1121,369,791,4,24,0,22,0,38,92,47
1182,2678,510,1996,1245,1648,24070,778,486,1586,41954,7757,13526,1416,4576,23337,3370,3559,1885,6833,6211,2098,5889,141,88,43,40,1365,223,493,28
13,253,54,23,0,46,467,13,229,21,3205,231,178,167,24,1629,1341,476,22,229,219,158,387,9,30,5,1,0,2,21,1
10297,163879,50802,12030,51,90532,27869,7286,13424,91115,3371112,224538,126027,178314,19279,2082868,123931,138884,9232,326303,1308091,179149,318172,15029,19906,773,5664,16,26861,12410,6840
46492,5654,1578,11401,186263,3313,7634,14061,40865,67625,129482,198897,144810,4903,271658,38843,14172,12887,10874,13667,19031,27473,47083,115,793,0,820,9,3252,3265,5022
616,7319,2082,1791,6,973,2169,423,1767,1136,95713,16898,6564,4328,808,67589,9837,11112,1703,5556,14948,6100,12796,43,1071,11,63,0,280,754,60
3,69,18,1,0,4,3,0,3,3,768,105,11,38,1,463,17,13,1,26,74,13,49,6,5,0,1,0,1,2,0
63,206,59,14,0,60,124,35,9,31,5035,505,1805,80,50,1681,612,578,13,344,394,254,382,3,4,0,2,4928,6,41,6
3284,5811,1301,3958,347,4583,15824,2019,3601,27064,122881,40823,31443,2966,12482,48567,15194,14979,3503,8438,23513,9661,20906,203,928,222,137,1407,204,885,260
83,72,15,81,25,17,67,33,1,350,1036,501,471,40,332,494,145,107,77,149,161,152,285,1,5,0,5,0,13,17,13
23,330,84,16,0,217,184,7,1,75,11068,219,138,473,3,3486,91,52,12,429,332,143,457,23,204,0,139,0,60,153,3
25,1335,274,10,0,57,69,6,14,20,10566,514,129,545,27,8000,627,596,7,455,1885,231,790,49,43,0,6,0,8,25,1
927,278,79,327,5837,172,464,637,6902,2322,6546,4640,5400,495,8058,2824,793,798,308,1379,1116,1125,1975,12,42,0,38,3,104,145,105
3,17,5,2,0,11,5,1,5,4,213,70,10,8,5,149,21,38,2,15,28,29,45,1,1,0,0,0,0,2,0
139,2735,530,56,0,314,660,81,97,49,30623,5543,392,1729,294,17914,1274,1394,44,1468,2838,1229,2909,14,329,1,7,0,24,105,8
14,163,60,38,0,115,30,14,98,18,4998,407,340,118,36,1368,705,199,2,2053,244,279,350,16,8,0,9,0,24,22,31
605,12908,2734,236,0,917,2354,236,1011,874,166375,10086,9691,4617,1000,62872,13912,11820,178,21108,16332,6476,10995,2858,240,846,74,65,786,1775,461
31,1108,229,11,0,66,57,6,23,25,11196,580,135,551,13,7545,656,422,7,547,1919,221,748,39,33,2,4,0,8,29,2
2630,392,84,4333,5351,298,611,742,6263,4756,6161,10465,10929,388,8462,3505,953,812,4266,1027,1248,1500,2454,8,46,0,80,2500,192,242,258
1089,157,51,1236,4275,154,163,587,356,1590,3139,3855,3230,136,5271,1202,354,457,1200,393,462,737,1162,3,19,0,15,2565,67,88,123
677,186,68,1357,108,819,613,962,0,4822,7527,9915,6520,450,5137,3057,839,1079,1306,1184,2563,896,2075,9,78,0,17,255,73,154,300
1273,112291,23243,4257,0,3888,19765,1042,13265,995,850549,70966,15221,38544,8885,620516,74669,69954,3866,48092,169726,50663,101979,27277,10670,185,1450,948,1388,4229,168
49,516,107,109,0,19,622,35,558,21,4580,516,732,65,51,3057,1736,767,101,158,586,176,458,5,9,0,2,0,4,25,1
35,158,38,40,0,61,119,15,317,33,3544,312,276,181,37,1313,1189,215,36,181,196,140,342,2,12,0,1,19,5,17,4
33,969,171,4,0,432,419,4,60,349,21048,516,85,1715,6,7991,235,230,2,851,1084,752,1460,85,559,1,337,0,169,170,2
355,22325,4748,3031,0,902,911,116,3884,2332,166061,20662,1508,14266,1402,155708,8394,7168,2854,9850,22504,12918,28618,679,2881,30,541,23,207,948,36
976,218,60,455,6230,173,359,700,10089,2044,5084,4411,5398,382,8135,2127,600,626,433,1193,890,1025,1631,8,32,0,32,0,94,128,161
0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4938,4043,1175,2930,6695,5579,824,2188,13985,33038,120470,40506,30201,2588,19266,41875,17194,10051,2647,9769,42812,18225,25716,178,446,307,18,178,1841,475,546
29,5497,1178,112,0,97,114,4,24,92,36639,2667,139,1420,742,24413,1950,1693,92,402,4105,1037,3127,327,366,4,63,1,33,93,3
198,1735,506,908,14,685,3304,281,945,1076,15814,5253,3676,1401,747,13076,3494,5152,782,4425,2496,3032,5432,43,462,18,11,0,74,191,15
4,6,4,5,0,14,9,5,7,21,260,52,37,25,21,81,59,31,5,25,65,19,36,1,1,0,1,0,1,2,1
5,77,18,9,0,13,24,2,56,2,756,122,34,14,6,518,240,70,6,36,44,35,84,1,5,0,0,0,1,5,0
13,51,17,76,96,62,153,30,400,93,1897,269,355,247,121,588,477,150,69,152,94,192,305,1,22,0,4,0,3,23,3
163,397,113,346,7,166,417,97,93,243,5028,1101,1446,300,731,2474,894,1318,344,542,725,783,1256,9,209,16,3,0,26,28,8
0,2,1,1,0,5,5,1,1,2,66,11,7,10,1,42,11,12,1,14,13,14,18,0,2,0,0,0,0,1,0
524,302,98,576,207,684,766,667,136,4154,10236,7124,5637,434,2760,3516,1082,1327,536,1251,2554,963,2137,12,72,0,16,15,58,119,96
55,290,81,14,0,107,238,74,11,34,6573,724,1528,145,71,2587,1350,855,12,806,551,372,651,9,8,0,3,1,56,141,13
151,5564,1192,198,0,106,229,26,169,183,49443,7099,517,1831,119,40448,3575,1997,163,1395,8452,1735,5659,98,295,0,32,0,18,137,6
416,3102,809,141,0,660,536,852,297,507,71264,5312,12660,1487,683,16524,3170,5320,122,11643,5679,3121,4950,392,92,93,33,507,383,818,267
4198,650,155,9839,29877,779,598,1563,3396,18312,15604,20266,19255,899,26497,5908,2027,1260,9522,2644,2464,1685,3728,20,102,0,113,2122,481,529,671
399,2524,587,213,1,1119,1251,162,78,1340,39826,4081,2220,5195,1414,13582,8621,4437,196,3532,12714,4947,5881,156,531,29,101,3088,96,407,32
3,10,5,1,0,18,5,2,2,19,324,32,23,12,2,233,97,31,1,63,76,20,40,4,1,0,0,0,2,4,4
2462,327,91,2331,14900,294,70,1072,2247,2925,6325,9257,8159,279,5994,2157,663,694,2284,1012,1089,1090,1782,4,28,0,40,3,153,193,327
0,2,1,0,0,1,0,0,0,0,43,9,2,2,1,22,20,4,0,5,7,2,4,0,0,0,0,0,0,0,0
4,14,5,8,0,10,17,1,7,8,312,37,42,9,9,156,84,28,7,27,32,24,39,0,4,0,0,2,1,4,0
128,2445,468,65,0,1739,1422,21,171,660,77258,1471,439,4097,34,21802,706,325,34,2369,5566,1560,3267,236,2705,0,840,0,809,1038,30
388,12311,1794,1308,127,994,16783,519,2535,924,67386,7575,4682,2739,867,46478,6356,8797,1264,7551,16388,3724,10735,116,118,701,16,34,65,190,14
4,23,7,4,0,13,18,6,10,13,751,35,59,50,8,330,173,60,3,155,101,64,112,2,3,0,0,0,2,10,4
32,805,180,68,0,82,1013,15,1705,76,8311,1331,474,367,23,4907,2166,955,55,742,1287,1187,1741,117,232,0,7,0,41,42,8
18,455,93,1,0,25,70,5,59,107,5469,1567,62,472,20,4135,360,258,0,246,724,187,402,5,7,0,2,0,5,11,1
291,2253,576,179,29,736,705,268,2001,2074,42076,11733,1494,1316,988,20346,3020,3900,171,6329,5865,3342,7179,85,145,7,13,0,182,249,217
21,348,82,53,1,244,172,17,1,141,12337,582,667,134,191,4525,1072,138,21,395,1075,511,885,6,123,4,186,0,53,130,5
294,3573,596,694,36,595,9283,369,1585,720,36891,3562,4755,1835,1796,20463,5150,5279,665,5571,4035,2910,5328,43,182,44,9,30,81,170,23
26928,1494,570,42874,6769,3570,5535,15584,14756,80766,60663,108437,92135,5877,110201,28570,10720,7860,40714,11236,13499,16794,27140,116,570,0,763,49873,4361,2590,2089
1514,1965,423,447,0,673,143,2519,127,6894,59719,11786,19087,1910,11352,11483,1879,3679,414,9383,5121,2784,4870,125,72,0,117,22,308,1028,773
2218,592,171,988,13628,426,819,1328,2321,2806,10661,9845,12811,690,6012,4767,1404,1483,948,1915,1800,1834,3318,13,62,0,76,13,236,325,182
449,1931,455,98,0,1818,2857,199,124,3026,72024,5758,2934,4090,1592,24134,1479,1237,67,3807,8095,2682,5322,280,1279,10,1224,0,762,775,173
4401,513,133,8346,16955,1355,659,2107,8557,18230,17003,21374,20008,1312,26567,7380,2239,1571,8189,9112,3518,3732,5973,34,136,28,124,50,525,641,614
19,382,99,39,0,146,125,9,1,143,12708,452,476,137,87,4862,1323,184,16,332,1078,552,933,6,94,0,155,1,34,85,5
75,857,331,33,0,331,360,39,28,734,40438,3225,2718,394,144,10439,1826,1309,22,751,1884,2874,3670,34,206,0,134,11,85,429,30
120,2286,678,721,0,575,2104,291,1229,724,19146,5284,2512,1529,487,15648,4505,6382,603,4629,3391,3468,6226,51,330,20,13,0,71,183,12
0,7,1,0,0,0,0,0,0,0,59,4,1,3,0,65,3,1,0,3,5,5,7,0,0,0,0,0,0,0,0
0,4,2,1,0,4,3,1,1,1,97,10,2,8,2,66,23,19,1,7,16,12,18,0,2,0,0,0,0,0,0
53916,7262,1964,11390,235380,3690,9554,19295,108081,68360,140179,215409,179486,6325,262567,48197,17415,15123,10806,16341,21239,31846,55084,138,890,16,908,1027,3712,3714,4508
0,2,1,1,0,4,4,1,0,2,51,8,4,8,1,34,9,9,1,11,11,10,14,0,1,0,0,0,0,0,0
19,1105,267,13,0,56,53,3,15,38,9602,1571,102,545,30,8387,464,510,7,281,1962,375,1070,175,104,0,8,0,14,41,2
139,5000,1180,146,0,117,224,22,493,212,51428,5215,576,1902,58,38790,3635,1828,108,1603,7619,1594,5257,74,188,1,67,0,23,140,6
24,1382,283,10,0,56,67,8,17,20,10462,531,132,541,34,8148,621,622,7,441,1889,236,810,49,44,4,6,0,8,24,1
18,1165,289,113,0,96,172,11,186,60,9993,1394,244,622,128,9169,774,749,88,589,1908,466,1423,11,90,0,11,0,16,65,1
351,19721,3838,1043,0,694,1605,284,226,833,176663,14868,6943,2585,732,104816,19699,19193,688,7749,32981,7349,14116,345,240,0,44,309,453,419,130
68,2387,873,15,0,226,236,14,93,220,81458,2232,283,1357,29,21077,2636,1763,6,1132,3163,2587,4243,71,121,13,154,0,62,160,11
698,1182,279,1670,2859,911,658,2001,257,935,39807,7772,25803,1175,11514,8910,1163,1896,1597,10144,4422,2394,4113,150,58,11,38,141,432,812,650
7,14,4,4,0,6,2,3,1,6,156,34,20,5,3,113,70,29,4,10,41,19,36,0,1,0,0,0,1,3,5
22,697,152,6,0,294,352,5,95,199,17900,437,90,814,5,5481,250,104,1,642,461,388,987,74,428,0,231,1,68,265,4
4535,1226,246,6646,14104,458,1967,2904,84982,11542,17894,20332,18038,1405,26258,8181,2472,1919,6428,2231,3870,6257,9960,24,131,0,144,6,454,517,807
2,18,4,7,0,8,22,1,26,3,250,31,24,7,4,134,74,26,6,11,13,12,28,0,5,0,0,0,0,3,0
21,2294,550,10,0,133,118,2,5,70,22449,698,67,1068,80,12340,424,480,4,341,1705,1322,2681,303,706,1,118,1,15,87,2
14,1363,325,134,0,81,236,12,185,62,9505,1520,177,676,175,9532,833,920,103,624,2035,452,1486,13,110,0,7,0,17,68,1
33,1218,257,8,0,177,166,7,4,84,27597,2431,335,826,15,10868,737,637,5,898,917,1443,2373,48,158,1,96,3,42,67,3
18,48,9,26,43,27,33,8,44,15,905,112,219,92,86,308,103,80,25,89,67,77,153,1,7,0,0,1,5,12,3
6,74,23,52,32,69,176,24,193,68,2292,258,214,262,63,722,511,276,45,152,113,242,378,2,25,0,4,0,2,17,2
2,24,13,1,0,16,6,3,5,19,508,82,23,25,3,528,171,78,0,61,93,31,61,2,2,0,1,0,1,5,3
2,7,5,3,0,12,9,2,35,12,316,38,11,23,9,105,102,46,3,22,56,19,33,1,2,0,0,0,1,1,0
3268,657,198,3218,11429,526,579,1895,3194,4965,11087,16067,12340,513,10815,6282,1498,1504,3145,1685,2343,2151,3573,8,58,4,80,842,241,341,384
2263,362,96,2023,6825,370,381,1024,2425,2688,6866,8680,9238,383,7371,2546,732,871,1973,1285,1301,1380,2304,7,38,0,49,0,162,223,232
2,7,4,2,0,7,7,1,1,4,215,22,20,22,3,89,24,15,2,20,30,21,27,1,1,0,0,0,0,1,0
108,847,343,211,3,210,7428,247,82,513,13056,1096,1989,207,1361,6492,933,2647,193,1021,3224,2595,5120,78,331,0,5,5,52,42,23
325,398,114,307,126,501,754,425,428,2777,11281,4538,4102,420,1748,3934,1227,1441,278,1177,2438,1072,2211,14,64,48,13,0,45,94,55
30,2425,523,73,0,32,44,2,23,26,13837,2296,124,661,384,17440,1329,1088,42,266,4233,941,2517,197,788,0,15,0,9,73,2
97,3529,689,59,0,259,619,65,260,41,32388,5314,292,1590,259,22356,1659,2065,46,1028,3587,1507,3413,20,429,0,12,0,11,84,5
386,17371,3488,1007,0,766,1598,325,198,935,167148,13117,9092,2423,763,96409,18263,17206,673,7911,32185,6762,13028,298,220,18,45,1549,468,423,130
11603,470,129,4225,21313,881,1205,2712,3754,5611,10633,24802,18475,600,37520,4052,1233,1462,4125,2097,2407,2533,4533,7,65,0,101,1,423,582,376
1803,722,211,3013,3479,743,1222,1480,45789,12799,16091,13584,9798,2078,5949,10366,2947,1998,2983,2335,2721,2062,4136,88,46,0,41,5,358,615,152
240,21400,5040,250,0,462,897,30,1438,724,228897,9526,1503,5212,77,166834,18151,9390,123,9735,25196,16172,28460,1040,257,292,225,3,181,467,54
33,1035,213,12,0,69,68,4,35,28,11272,735,138,573,13,7413,608,396,8,593,1862,217,762,40,33,6,5,0,9,33,2
236,18823,4769,181,0,511,1026,28,4720,817,225869,8516,1805,5103,81,160486,17653,8757,69,10147,24421,16737,28513,1109,301,3,192,1,232,451,45
1929,244,81,3788,14317,344,41,1250,10482,9520,8793,8144,7311,619,9156,3561,1060,750,3647,1332,2218,1489,2432,7,51,0,64,122,226,237,136
56658,62664,27110,55050,60236,66156,42607,62544,127159,459913,1942316,485952,647679,194573,787963,657124,178992,166916,36850,207140,890151,240822,419021,6233,19903,994,11092,1640,5147,25111,56134
1,15,4,2,0,7,6,1,6,1,237,45,13,5,1,160,68,40,2,11,18,15,31,1,3,0,0,0,0,2,0
288,3727,638,627,48,573,9923,365,1663,699,39086,3690,4546,1852,1600,21913,5512,5688,602,5799,4233,3177,5723,49,178,35,9,22,79,155,21
72,546,136,13,0,111,297,69,27,24,8600,883,1549,197,61,4234,1521,1375,11,1011,630,479,822,12,12,1,3,8,49,162,9
0,16,4,2,0,6,9,1,6,1,258,47,12,5,1,180,72,48,2,10,18,18,36,1,4,0,0,0,0,2,0
157,512,80,119,1,151,507,146,60,239,5724,1145,1645,158,652,2476,668,410,117,650,473,348,784,3,81,0,2,5,20,45,4
4460,2291,519,5025,4772,637,4441,3828,61486,17714,35817,21841,20007,2859,21907,19977,5331,4166,4875,4319,7061,11846,18841,77,298,82,241,516,815,783,1465
130,169,42,238,15,75,438,99,5489,1165,3191,1470,1052,230,899,1172,652,294,232,537,761,288,640,4,22,92,19,0,29,83,9
3,137,33,1,0,15,33,1,3,8,3144,63,71,124,1,1282,119,98,1,72,66,46,135,1,9,0,6,1,5,14,0
29319,106958,35450,29567,1068,136083,37763,14848,6292,137616,2548615,435497,242244,220357,58142,1622611,77685,103512,27874,240786,1360352,166990,311593,38667,9732,2408,9517,6,20746,15467,19407
516,46,17,453,1375,95,100,205,340,937,1471,1612,1951,100,1979,598,191,221,439,416,336,310,545,2,10,0,13,0,38,50,65
1072,3111,709,330,0,591,471,1004,749,5693,78456,8170,15268,2708,4682,16300,3191,5502,292,10405,6690,3334,5703,241,88,35,117,77,308,996,485
1163,4968,1657,905,0,1004,428,985,118,1062,199763,27314,18351,2306,13055,39646,12217,14794,760,25392,18026,46610,51771,44,113,2,49,24,173,1354,1809
4633,6653,2609,12076,3791,22024,3391,8083,155,44186,229986,56958,86638,8468,35610,69816,22321,10466,9194,8927,60138,26714,41053,225,277,5505,207,19,479,1405,3970
2785,351,101,2312,15944,342,84,1283,3048,2972,7033,9691,8049,337,5063,2536,774,777,2262,1219,1213,1130,1895,5,33,0,45,0,180,225,413
10,1569,381,10,0,46,31,2,9,28,9851,1585,83,441,50,9843,469,659,6,160,2423,383,1122,185,92,0,6,0,10,33,1
5,5,4,7,0,13,8,6,6,25,249,60,46,24,31,75,45,23,7,25,68,21,39,1,1,0,1,0,1,2,1
60,898,149,16,0,605,405,11,22,307,21597,408,318,1374,15,7289,223,131,7,1125,1388,409,998,68,845,0,246,0,166,190,6
1563,1775,560,1244,530,1687,5015,4038,318,3627,61995,18697,23701,1613,4320,21247,4817,5637,1210,8254,7082,3797,6929,406,147,128,59,24295,525,485,1940
3,44,12,5,0,24,102,4,138,7,652,74,31,10,4,430,113,80,4,54,38,48,92,1,14,0,1,0,1,9,0
34,1255,226,15,0,55,216,17,61,42,16329,910,400,176,61,7493,859,1180,12,441,1185,596,959,127,15,3,3,14,35,90,142
5,873,169,4,0,44,153,8,19,73,13507,546,156,287,13,5834,1235,449,1,240,1323,1114,1720,10,69,0,47,0,18,45,2
72,49,12,40,939,17,39,71,1924,203,747,381,606,57,155,453,168,107,38,235,135,102,191,3,5,0,2,1,10,13,4
697,11464,2545,8403,5,2998,12379,1487,5280,3287,96254,17572,25184,4897,6412,66271,39678,35304,7335,19171,23830,31406,46031,483,4391,55,140,2,564,936,233
4,10,6,1,0,16,4,5,4,7,513,28,87,35,3,211,118,45,0,255,29,55,69,2,2,0,2,0,2,13,1
11761,15328,4473,18171,1096,8150,2905,14237,1748,115703,424879,59795,81317,7830,86467,145558,53388,31235,16727,48224,84554,74530,105740,443,541,460,122,1105,905,1752,7892
69,33,9,296,136,87,26,138,251,358,811,1002,832,45,466,350,77,105,285,109,268,117,251,1,6,0,2,472,5,15,15
374,2956,510,997,30,701,8659,353,1287,736,33055,3377,5068,2128,2109,17822,4577,4338,945,5627,3584,2639,4857,40,207,14,8,27,92,152,26
15,3009,687,12,0,105,80,2,6,50,23815,632,42,824,43,13907,480,703,5,260,1944,1219,2574,268,554,0,102,1,11,72,2
257,1461,352,581,118,1113,514,555,2121,6934,25734,12303,5264,734,1934,11963,2984,1886,506,2828,4379,7369,10941,32,119,45,4,4,73,211,349
245,3793,886,1596,26,851,1035,796,2459,2400,19923,14908,6599,872,1371,22708,2650,5209,1458,4148,4737,4940,8850,144,323,1,67,18,175,282,32
372,1694,442,93,0,1573,2751,145,299,4891,77013,4714,2314,4872,758,21251,1580,1388,61,2400,6625,3447,6072,489,2210,0,1523,4,765,735,165
972,172,45,793,4317,181,265,581,3785,1908,3957,4403,5211,269,7069,1637,417,513,766,1008,777,813,1341,6,26,0,27,3,85,117,116
9873,1424,428,15222,86270,3024,4565,5944,30154,45390,49688,60157,44542,3069,42429,19844,6299,4779,14723,21308,12073,9098,15546,74,344,0,257,106,1128,1329,1429
55,1280,253,6,1,149,240,11,2,382,36520,945,1036,311,67,6401,963,302,1,530,1021,1593,1968,20,47,0,26,25,31,289,3
113,1464,606,5,0,350,380,34,30,253,69642,4140,514,1788,40,17101,2108,746,2,1503,3786,2246,3786,30,289,1,106,0,150,181,14
2080,304,80,3159,8570,321,341,1533,14831,7881,8264,9465,7493,673,11908,4294,1228,854,3080,2451,2066,2118,3445,10,81,114,59,5,211,221,254
23,1696,314,11,0,85,129,21,29,186,30238,816,332,322,17,8487,1437,720,5,747,1249,1589,2200,22,42,0,26,0,21,135,10
4419,2590,592,4796,7963,617,4564,3743,51066,16948,39220,21383,18661,3057,19222,22346,5930,4595,4645,4501,7516,12761,20280,88,327,134,242,213,834,830,1474
385,67,24,141,509,70,169,177,1269,777,2018,1257,1800,150,1662,860,290,268,133,484,364,412,697,3,13,0,16,0,37,51,39
773,71,25,2672,619,147,290,749,2517,4616,3470,4686,3218,306,5981,1717,475,323,2581,695,781,815,1277,5,31,0,45,20,106,115,90
315,3154,778,2054,126,1091,1006,1014,2130,3161,19890,15417,7599,878,1764,21307,2389,4652,1890,4062,4068,4797,8831,140,479,100,77,22,229,388,45
2,21,7,5,0,9,28,1,11,5,291,40,31,10,4,184,93,36,5,26,40,22,38,1,6,0,0,0,0,3,0
94,42,10,134,186,18,47,53,0,411,792,629,696,32,690,351,106,80,128,113,142,120,229,1,4,0,4,0,11,14,12
7,96,22,14,0,27,49,11,112,10,1264,153,155,143,39,634,232,233,13,97,108,115,231,3,15,0,1,0,2,11,1
29,964,199,12,0,68,70,7,36,30,11483,848,142,556,12,7326,550,374,8,645,1784,214,778,36,33,0,5,0,8,34,2
0,1,1,0,0,1,1,0,0,1,37,5,2,2,2,11,9,4,0,2,8,2,4,0,0,0,0,0,0,0,0
1286,493,195,1225,786,1300,2620,1698,13614,1408,19662,6596,5211,752,5578,7484,3259,1607,1188,1072,2800,1643,3521,23,263,88,143,41,167,491,94
3,80,21,8,0,11,36,2,37,2,709,148,29,13,5,606,260,85,5,29,50,37,90,1,6,0,0,0,0,4,0
4623,715,209,2454,7194,619,1234,3239,4695,6990,13837,19447,17347,996,30372,6250,1720,1817,2376,2576,2761,2886,5147,14,88,0,133,276,358,470,409
1,7,3,5,0,2,5,1,8,2,165,22,12,2,4,68,25,16,4,8,9,9,19,0,6,5,0,0,0,3,0
27,103,34,53,0,108,16,27,24,26,4151,355,386,76,39,766,406,112,3,1765,199,174,225,6,5,0,9,0,20,18,47
3362,4938,1090,2508,48,1834,22954,2952,282664,34818,82692,38803,26289,9200,20665,48317,23557,10364,2437,23409,19997,6845,14691,240,547,17,546,25,636,2469,150
5307,1200,335,4172,25357,910,2044,2054,3156,7684,21796,24587,19095,1530,15424,9876,2910,2772,3950,5213,2683,2960,6306,56,153,0,138,246,628,723,299
3546,897,267,2111,13599,547,875,2318,4221,4980,14479,14786,10959,769,7616,8028,1960,1896,2048,2241,2842,2394,3957,14,78,0,98,0,287,398,305
476,33246,6102,151,0,802,1179,66,2507,1398,414617,17566,1868,14716,523,209315,23467,9130,82,10761,38081,24691,44587,1493,6387,13,211,22,133,811,184
1176,11944,2519,750,135,5391,5662,493,17638,8320,86876,16554,3726,7256,5145,83758,12305,17752,685,20629,21937,15017,24597,373,630,39,38,496,232,641,259
21,1219,258,4,0,255,216,3,68,231,21766,561,44,1174,9,8371,241,245,2,396,840,1091,2160,92,385,0,351,0,114,92,1
106,41,14,118,5,59,219,38,6016,891,1435,866,532,229,630,906,627,251,116,418,324,186,342,4,10,0,13,0,25,56,8
2,84,24,1,0,3,3,0,1,2,710,83,6,35,2,523,20,18,1,18,84,14,53,8,6,0,1,0,1,2,0
22,956,239,15,0,56,43,1,17,41,10683,1988,123,521,16,7960,446,461,8,340,2062,320,1025,128,91,0,10,0,13,44,1
39,763,155,13,0,51,175,21,59,49,12719,749,657,138,69,5532,635,872,11,360,1005,472,758,59,12,0,3,41,30,79,145
89,14402,3617,292,0,292,580,29,272,132,71553,8008,1021,4834,1661,83590,6065,6607,250,2365,16221,5037,11568,2022,1321,8,120,0,132,286,11
269,18127,3481,290,0,629,407,19,2095,754,127850,10049,826,3680,338,93671,10021,8898,153,7092,28396,10074,20752,939,362,0,80,17,156,278,17
1,11,5,1,0,3,2,0,16,0,197,13,4,4,1,122,20,10,0,12,11,9,19,1,1,0,0,0,1,0,0
6,120,64,4,0,31,22,2,2,8,2779,157,59,50,9,1109,502,218,3,209,365,114,262,10,7,0,4,0,2,8,1
1,15,6,3,0,7,33,1,12,1,268,15,14,8,1,160,43,22,3,20,16,22,36,3,8,0,1,0,1,2,0
27,509,180,2,0,87,187,16,4,354,13830,482,716,471,25,5786,589,341,1,272,1162,759,1315,4,295,0,3,488,236,77,6
0,26,6,0,0,1,0,0,1,1,168,25,0,6,0,215,4,8,0,2,20,7,18,0,0,0,0,0,0,0,0
20300,9209,3642,16120,3275,3581,12315,17559,2418,68943,307223,77899,278712,15758,90732,154842,40172,39008,10090,18002,79506,40482,57615,863,1897,271,568,6325,2110,2740,8963
9,204,43,13,0,41,40,7,56,13,2872,199,146,123,26,1039,1350,823,13,173,423,302,417,9,72,2,1,0,3,26,1
108,935,369,212,3,220,3235,247,83,536,13893,1101,1801,223,1265,7092,1021,2907,193,1090,3369,2771,5383,90,360,7,5,2,54,44,22
348,1110,308,129,0,215,430,116,24,99,35611,2685,2988,400,206,6991,1328,2066,100,2253,2843,1626,2118,150,66,0,26,193,105,212,13
2,292,84,7,0,25,21,0,4,5,2860,153,26,64,20,2145,454,307,6,131,496,131,336,17,9,0,3,0,2,8,1
56276,8938,2447,8850,280604,3745,10124,19930,95773,52577,133744,202257,194666,6883,246594,57021,19065,16136,8301,17507,22244,35955,61813,165,966,0,892,913,3870,3986,3501
3244,637,177,1159,7662,363,126,1521,3066,4414,10833,9210,10610,777,11443,4714,1529,1696,1117,1540,1985,1912,3449,11,58,0,64,78,233,274,127
3,18,8,4,0,13,12,3,5,16,404,57,27,25,12,115,86,43,4,29,105,25,47,1,2,0,1,0,1,2,1
